node1,node2,combined_score
PARK7,KEAP1,0.606
TAGAP,SH2B3,0.606
SPRTN,MLH1,0.606
SPIB,NFIA,0.606
CYP2A6,ERP29,0.606
TP53,PPARA,0.606
TF,HAMP,0.606
NR1H3,CRYAB,0.605
ACTB,PLG,0.605
TNF,MME,0.605
TNF,PRF1,0.605
HSD3B2,ALAS2,0.605
ACTB,SMAD3,0.605
BCL2L1,TNFRSF10B,0.605
ACTB,ATP5B,0.605
GAPDH,COL1A1,0.605
SLC2A1,TP53,0.605
EHMT2,CEBPB,0.605
BMP7,PTCH1,0.605
NR1H2,CRYAB,0.605
RDX,JAG2,0.605
PTGS1,KRAS,0.605
TUBD1,ILK,0.605
ATG5,MAPK13,0.605
ALAS2,HSD3B7,0.605
CAT,MAPK14,0.605
DCTN4,ATP7B,0.605
ZBTB20,GGT1,0.605
MAFG,HIF1A,0.604
TLR9,GAPDH,0.604
PTK2,MMP2,0.604
PTCH1,EGFR,0.604
MYC,MET,0.604
ABCC8,ABCG5,0.604
PTGS2,PTGIR,0.604
HSPA1A,NME1,0.604
HEY2,JAG2,0.604
CCS,XIAP,0.604
DPYD,CYP2C9,0.604
PEX14,CAT,0.603
EIF3H,AQP7,0.603
DDIT3,PDIA3,0.603
E2F1,TSC2,0.603
GOT1,ADH1B,0.603
PTGS2,NOTCH2,0.603
ATF3,PIK3CA,0.603
MTOR,ERBB3,0.603
PPP1R1A,SERPINE1,0.603
SLC11A2,ATP7B,0.603
TSPO,LGALS3,0.603
RDX,JAG1,0.603
PPP3CA,ACACA,0.603
TYMP,GAPDH,0.603
PTPRC,TP53,0.603
CCL7,F3,0.603
CASP8,CEBPB,0.603
PTGS1,JUP,0.602
SMAD3,SNAI2,0.602
MYLK,MPO,0.602
FOSL2,EGR1,0.602
MCL1,NAB1,0.602
ME1,ACO2,0.602
TPM4,MYO5B,0.602
PRSS3,PGA5,0.602
NR5A2,JUND,0.602
SMAD3,FST,0.602
ADAM17,TIMP2,0.602
CDKN2A,COMMD1,0.602
FN1,APCS,0.602
IGBP1,STAT6,0.602
PTK2,TSC1,0.602
NR1H4,ABCC2,0.602
BAX,BIRC3,0.602
AFP,CCR5,0.602
CDK14,CDC37,0.602
FLT1,GAPDH,0.602
SMAD4,EGFR,0.602
SERPINC1,HP,0.602
EGFR,USP2,0.602
JAK2,GAPDH,0.602
PRKCA,PTGIR,0.602
KRT18,SERPINE1,0.602
SNAI1,GAPDH,0.601
IL23R,SLC22A4,0.601
CCS,CP,0.601
XIAP,E2F1,0.601
HMGCR,AKT1,0.601
HEY2,CASP3,0.601
HMGCR,ABCG8,0.601
ABL1,MUC1,0.601
TNF,MCL1,0.601
PEX5,IDH1,0.601
CHEK2,SIRT1,0.601
PDIA3,HSPA9,0.601
E2F1,CDK14,0.601
ALAS2,EPHX1,0.601
DPYD,ALDH1A1,0.601
CCNA1,APOA1,0.601
NAB1,BCL2,0.601
TF,SRC,0.601
PTGS1,NOTCH3,0.601
SREBF1,ATM,0.601
MTOR,NOS3,0.601
PTGS1,NOTCH2,0.601
FGF2,TIMP2,0.601
HIF1A,GAPDH,0.601
MMP9,HIF1A,0.601
BCAR1,PTGS1,0.601
ACACA,ARG2,0.6
MMP9,BCL2L1,0.6
ERBB2,TGFB1,0.6
CEBPD,JUN,0.6
FN1,TAC1,0.6
FASN,GAPDH,0.6
TNF,SERPINB2,0.6
MMP9,PTEN,0.6
MME,CD81,0.6
GADD45A,ATF3,0.6
STAT1,PRKCE,0.6
SMAD4,NOTCH2,0.6
GABRR2,GABRA1,0.6
PRKCA,HSPA1A,0.6
RB1,JUND,0.6
MMP9,PTK2,0.6
MAP3K3,XIAP,0.6
IRS2,SLC2A2,0.6
PRKCA,BTG2,0.599
ATM,CDK14,0.599
MMP1,F2,0.599
RB1,KRAS,0.599
TXN,TSPO,0.599
PTEN,SIRT1,0.599
C1orf106,TSC1,0.599
FRMD4B,TSC1,0.599
TNF,AGT,0.599
FHIT,MSH2,0.599
TRIO,GGT1,0.599
PTGS1,HRAS,0.599
RIT1,MAPK14,0.599
IKBKG,EGFR,0.598
ARNT,RB1,0.598
CCL7,MMP13,0.598
PPP3CA,GABRA1,0.598
HNF4A,GAPDH,0.598
NR1H3,RARA,0.598
KRT18,CASP8,0.598
PRKCB,VTN,0.598
MYC,NOTCH3,0.598
PPP3CB,SOCS3,0.598
PRKCA,ANXA2,0.598
PTPRC,STAT3,0.598
NUPR1,COPS5,0.598
BMP7,WNT3,0.598
CTNNB1,GAPDH,0.598
MCL1,MAPK13,0.598
DLG5,GRIN2A,0.598
SPIB,RB1,0.598
SMAD2,JUND,0.598
NR1H4,RELA,0.598
PPP3CB,ACACA,0.598
NAB1,BCL2A1,0.598
FOXM1,MAPK13,0.598
PRKCE,BAX,0.598
TJP2,SRC,0.597
COL4A1,LAMB1,0.597
BMP7,NOTCH1,0.597
ACTB,CYCS,0.597
GH1,LEP,0.597
ATXN2,EGFR,0.597
E2F1,TSC1,0.597
NAB1,WNT3,0.597
ATG16L1,VMP1,0.597
MYO5B,TPM1,0.597
GABRG2,PPP3CA,0.597
SRC,BIRC5,0.597
MAGI1,KIF1B,0.597
MMP2,SNAI2,0.597
PRKAA1,SIRT1,0.597
TRPV1,PTGS1,0.597
SCO1,ATP7B,0.597
PRKCA,CFTR,0.597
GABRB1,PIK3CA,0.597
TSC1,AXIN1,0.597
PLCL1,SRC,0.597
CASP8,ANXA5,0.597
MCL1,MTOR,0.597
JUN,IGF1R,0.597
F2,MMP8,0.597
MKI67,PRKCB,0.597
TSPO,CFTR,0.597
ACTB,ACE,0.597
TPM4,AKT1,0.597
GOT1,ACLY,0.597
HK3,GAPDH,0.596
CXCR2,ICAM1,0.596
FGF3,ERBB2,0.596
CBR1,ESR1,0.596
CRYL1,ACLY,0.596
NOS1,FOS,0.596
PIK3CA,TNFRSF1A,0.596
JAK2,CCND1,0.596
HSDL2,APOB,0.596
TLR4,BCL2,0.596
RELA,KDR,0.596
RAD51B,PRKDC,0.596
CXCL1,IL6,0.596
IL12A,IL21,0.596
IKZF1,RAG2,0.596
CDH1,NOTCH2,0.596
SPRTN,PMS2,0.596
TYMS,ABCB1,0.596
IL1A,CCL3,0.596
GADD45A,GAPDH,0.596
MAPK8,CFLAR,0.595
CXCL12,FLT1,0.595
ITGAM,VEGFA,0.595
MYC,BIRC3,0.595
FBP1,CPT1B,0.595
PLA2G4A,ANXA2,0.595
ARPC2,CDH1,0.595
MAP3K3,GNA12,0.595
SMAD3,CCL2,0.595
GC,TF,0.595
DDX58,XPA,0.595
MAPK8,CAT,0.595
JUN,BIRC5,0.595
DPYD,SOD2,0.595
STAT1,MAPK8,0.595
ADAM17,ERBB3,0.595
JAK2,KRAS,0.595
UGDH,HSD3B7,0.595
F3,PDGFRB,0.595
CASP8,HDAC7,0.595
XIAP,TNFRSF10B,0.595
ABCG8,APOA1,0.595
HSD3B2,UGDH,0.595
CHEK2,PTEN,0.595
NOTCH1,PDGFRB,0.595
LAMA1,NT5E,0.595
RPS6,NFIA,0.594
TUFM,ACLY,0.594
TXN,SOD2,0.594
CHEK2,MSH6,0.594
ICOSLG,MIF,0.594
COL1A1,TIMP1,0.594
BCL2,SIRT1,0.594
GSTP1,KEAP1,0.594
RAC1,MMP2,0.594
PLG,APOE,0.594
PGK1,ACLY,0.594
MAGI1,RPS6KA3,0.594
GNMT,MTR,0.594
EGFR,KDR,0.594
HRAS,STAT3,0.594
CHEK2,MTOR,0.594
EGR1,MAPK13,0.594
STAT3,KRAS,0.594
NOTCH3,CDKN1A,0.594
CARD9,CCDC85B,0.594
KRT18,CCDC85B,0.594
SCNN1B,USP2,0.594
CDKN3,CCNA1,0.594
NPPA,PPP5C,0.593
CXCL1,CCL7,0.593
JAK2,PTPRC,0.593
MET,CCND1,0.593
WT1,KRT7,0.593
MMP14,GAPDH,0.593
RAC1,MYO5B,0.593
GABRG2,GABRR2,0.593
ADH7,AKR1A1,0.593
DMD,ALB,0.593
FN1,CRP,0.593
CD40,IL1B,0.593
F2,NOS3,0.593
CDH1,CDKN1A,0.593
PRNP,CRYAB,0.593
IKBKG,KEAP1,0.593
MCL1,NFKB1,0.593
TF,AKT1,0.593
EGFR,SNAI1,0.593
CCR4,IL15,0.592
RELA,UBE2L3,0.592
NR1H4,ABCG8,0.592
GLUL,PGD,0.592
BIRC3,TNFRSF10A,0.592
NOTCH4,PTCH1,0.592
HLA-DQA2,INS,0.592
HRAS,FLT1,0.592
TNK2,PDGFRB,0.592
TF,MYC,0.592
SCD,PCK1,0.592
PDGFRA,KRAS,0.592
PARP1,SIRT1,0.592
PTGS2,PTGS1,0.592
FOS,BTG2,0.592
PEX3,PEX1,0.592
CYP3A4,ABCB11,0.591
CYP7B1,CYP26A1,0.591
HTATIP2,ETS1,0.591
WNT3,FGF4,0.591
BCL2L1,ATM,0.591
NR1H3,SCD,0.591
XIAP,GAPDH,0.591
TNF,CCR1,0.591
RELA,CFLAR,0.591
ERBB2,KDR,0.591
F3,PDGFRA,0.591
FHIT,DNMT3A,0.591
SLC38A9,ACLY,0.591
PPARA,SERPINE1,0.591
ALB,ATM,0.591
CDKN2A,CAT,0.591
SLC2A2,PCK1,0.591
ARID1B,SMAD2,0.591
HSD17B6,NOS3,0.591
EDNRB,COPS5,0.591
PTK2,TNFRSF1A,0.591
ADH7,ADH4,0.591
CYCS,GFER,0.591
BMP7,CTNNB1,0.591
PRKCA,KRT18,0.591
SCD,ABCG5,0.591
SPP1,NPPA,0.591
HSPB1,GAPDH,0.591
AKR1A1,ADH4,0.591
TIMP2,GAPDH,0.591
FLT1,MMP2,0.591
PTGS1,ACSL4,0.591
SCD,GAPDH,0.59
PRKCA,ADD1,0.59
FGFR1OP,FOXP1,0.59
CELA3B,SPINK1,0.59
C1orf106,MAPK8,0.59
NOS3,EGFR,0.59
F5,COL4A2,0.59
HNF4A,WNT3,0.59
PRKCB,ADD1,0.59
TXN,NOS3,0.59
E2F1,IGF1,0.59
HSPA9,UMPS,0.59
PRKCE,ADD1,0.59
CCND1,MMP2,0.59
PPP3CB,MAPK14,0.59
REN,GAPDH,0.59
XIAP,DAXX,0.59
RPS6KA3,NOTCH1,0.59
FRMD4B,MAPK8,0.59
IL7R,CTLA4,0.59
FGFR2,PTEN,0.589
HSD17B4,ACTB,0.589
TGFBR2,IQGAP1,0.589
MEN1,IQGAP1,0.589
PGK1,PYGL,0.589
FGF13,GAPDH,0.589
RET,PHOX2B,0.589
PTPRC,EGFR,0.589
JUN,HSPA5,0.589
DPP10,ORMDL3,0.589
FOS,SERPINE1,0.589
GPT,ACACA,0.589
AQP3,SLC9A3,0.589
IL1RAP,STAT3,0.589
IL8,NFKBIA,0.589
KRAS,ESR1,0.589
HIF1A,PSMA4,0.589
ANXA2,STAT6,0.589
HES1,SIRT1,0.589
DAXX,TP63,0.589
HADHB,CPT1B,0.589
TXN,FST,0.589
CHRM3,GZMB,0.589
SLC26A3,MYO5B,0.589
BCL2L1,CAT,0.589
GCG,F2,0.589
GCG,FASN,0.589
TAGAP,ADAD1,0.589
MMP1,EREG,0.589
IGF1R,GAPDH,0.589
ACACA,CRYL1,0.588
NLRP3,CXCR5,0.588
DPYD,ALDH2,0.588
NOD2,CXCR5,0.588
CYLD,ANXA1,0.588
IFNB1,IL1B,0.588
TGM2,AKAP13,0.588
MUC1,JUP,0.588
IKZF3,ORMDL3,0.588
SPARC,MMP2,0.588
ARPC2,ACTA2,0.588
ABCD3,PEX2,0.588
NKX2-3,FGF7,0.588
FGF3,WNT3,0.588
ITGAM,BCL2,0.587
ACTB,TSPO,0.587
LOX,MMP2,0.587
RET,UMPS,0.587
FLT1,PPARA,0.587
SPHK1,MAPK14,0.587
CCS,NDFIP1,0.587
CCL7,PRF1,0.587
PTGS1,MT2A,0.587
ALAS2,ACLY,0.587
ENO1,AHCY,0.587
DMD,NOS3,0.587
VEGFA,TYMP,0.587
PTPN22,ERBB2,0.587
ERBB2,FGF4,0.587
ERBB2,NFKB1,0.587
PRKACB,LINGO2,0.587
EDNRB,REN,0.587
ANXA2,PRKCB,0.587
ARID1A,SMAD2,0.587
GABRR2,GABRG3,0.586
INS,MAPK14,0.586
POMC,ESR1,0.586
HIF1A,TSPO,0.586
TNF,CTLA4,0.586
GABRG2,PRKCB,0.586
JUN,ERBB4,0.586
PRF1,VTN,0.586
RPS6,TP53,0.586
HSDL2,ACOX1,0.586
EDN1,MYLK,0.586
ALB,KRAS,0.586
TNF,KIT,0.586
COMT,ESR1,0.586
LEP,REN,0.586
ACACA,INS,0.586
PLG,INS,0.586
HRAS,GGT1,0.586
CXCL1,ICAM1,0.586
BAX,GAPDH,0.586
ALPL,GGT1,0.586
TSPO,ACHE,0.586
BCAR1,VTN,0.586
PTCH1,TP53,0.586
PTPRC,CSF3,0.586
HAO2,HMGCR,0.586
PDGFB,TP53,0.586
CTGF,GAPDH,0.586
PTGS1,RAC1,0.586
APOE,MMP2,0.586
JAZF1,HHEX,0.586
OCLN,CTNNB1,0.586
IGF1,GAPDH,0.586
MYO9B,TPM4,0.586
GSK3B,GAPDH,0.586
IL3,TP53,0.586
RELA,ANXA1,0.586
ALB,MAPK14,0.585
GAPDH,CDKN1B,0.585
ATM,GAPDH,0.585
JUN,KEAP1,0.585
SRSF5,ACLY,0.585
ACACA,SIRT1,0.585
LPL,HMGCR,0.585
SCNN1B,PRKCB,0.585
PRKCE,EGFR,0.585
TNF,IFNB1,0.585
LTA,LGALS2,0.585
IL1A,CSF3,0.585
FOS,CYP19A1,0.585
JAK2,ALB,0.585
SLC30A10,INS,0.585
BIRC5,ESR1,0.585
AKR1A1,ADH1B,0.585
ATG16L1,NKX2-3,0.585
FOXM1,ALB,0.585
ACACA,NOS2,0.585
AFP,ACHE,0.585
SCD,FDFT1,0.585
ERBB2,PDGFRB,0.585
PC,SLC2A2,0.585
PARK7,KIF1B,0.585
SCD,SCAP,0.585
FGF13,INS,0.585
NR1H3,FASN,0.585
NR1I3,ABCC3,0.585
IRS1,FASN,0.585
VCAM1,AKT1,0.585
COPS5,TYK2,0.585
TSPO,CYP19A1,0.585
CDKN1A,NFKB1,0.585
HSD17B6,HMOX1,0.585
NFE2L2,CASP3,0.585
SMAD4,TSPO,0.585
VEGFA,TIMP2,0.585
SCD,APOB,0.585
LCN2,HGF,0.585
FAS,RARA,0.585
FLT1,THBS1,0.585
CDKN2A,STK11,0.585
CASP3,NFKB1,0.585
ALB,CYGB,0.585
TNF,MMP8,0.585
L1CAM,NRP1,0.585
ACLY,INS,0.585
HLA-DPB1,HLA-DQA1,0.585
ADAM17,EREG,0.584
BCL2L11,MIF,0.584
CTLA4,TGFB1,0.584
ITGAM,KDR,0.584
FGF13,NKX2-3,0.584
IGF1R,CDH3,0.584
PTGS1,MT1A,0.584
DPYD,ENO1,0.584
IL22,IL26,0.584
KRT19,RAF1,0.584
MC1R,CDKN2A,0.584
CTLA4,CSF2,0.584
USP2,CCNA1,0.584
EDN1,NFKB1,0.584
TLR4,MAP3K8,0.584
WT1,PTPRO,0.584
APOE,CAT,0.584
IL3,INS,0.584
RASSF1,SFRP1,0.584
HSD17B6,PDIA3,0.584
PPARG,APOB,0.584
CD44,NT5E,0.584
HRAS,ALB,0.584
WT1,HRAS,0.584
TLR4,CXCR2,0.584
KRT8,RAF1,0.584
TF,SLC11A1,0.584
PTGS1,JUND,0.584
PDX1,KCNJ11,0.584
ALDH1A1,EPCAM,0.584
HSPA5,CAT,0.584
OCLN,ALB,0.584
ACE,APOB,0.584
HSPA1B,PDIA3,0.584
PTPN2,F2,0.584
CDKN2A,BAX,0.584
IKBKG,USP2,0.584
HMGCR,APOA1,0.584
NOTCH4,MAPK13,0.584
TNF,APOE,0.584
TIMP3,MLH1,0.584
RET,EDN3,0.584
TLR4,IL18,0.584
HMGCR,NPC1,0.584
ALB,CDKN1A,0.584
BTC,NRG1,0.584
TSPO,MET,0.584
TNFSF10,NFKB1,0.584
ACACA,UROD,0.584
BCL2L11,TP53,0.584
FASN,ACOX1,0.584
DDX58,PRKCB,0.583
SCD,MTTP,0.583
VEGFA,BCL2L1,0.583
NOS3,ADM,0.583
PRDM1,JAZF1,0.583
MTOR,RAF1,0.583
TSPO,UCHL1,0.583
F2,IL6,0.583
CD40,IL8,0.583
CDH13,GSTP1,0.583
BIRC3,TNFSF10,0.583
SERPINA4,ALB,0.583
WT1,CYP19A1,0.583
TF,SST,0.583
PRKCA,PPP3CA,0.583
STAT1,IL3,0.583
PRKCA,CYP3A4,0.583
THBS1,SERPINE1,0.583
ALPL,NT5E,0.583
NPPA,BSN,0.583
CPS1,UBD,0.583
ALB,GCK,0.583
TF,IL2,0.583
GHRL,GHR,0.583
SMAD4,STAT3,0.583
TSPO,HNF4A,0.583
VEGFA,CSF2,0.583
BCL2L1,GZMB,0.583
ALB,PLEK,0.583
GAST,ALB,0.583
STAT3,IL4,0.583
TSPO,CFLAR,0.583
CSF2,GAPDH,0.583
MET,IL12B,0.583
ITGAL,IL2,0.583
BRCA1,GSTP1,0.583
TSPO,TIMP2,0.583
ALB,FLT1,0.583
IL10,IL22,0.583
TSPO,HSPB1,0.583
PTCH1,EGR1,0.583
IL18,IL2,0.583
TLR4,TGFB1,0.583
DDIT3,MAPK8,0.583
TSPO,PRKDC,0.583
ACLY,SLC5A5,0.582
TSPO,BAX,0.582
FGF2,NOTCH2,0.582
TIMP3,CDH1,0.582
CTNNB1,PPARG,0.582
CDKN2A,ALB,0.582
NOS1,ACE,0.582
TSPO,REN,0.582
BRCA1,CYP19A1,0.582
ITGAM,IL17A,0.582
PRKCA,SPP1,0.582
CD40,TP53,0.582
TSPO,MMP8,0.582
TSPO,FGF7,0.582
MME,BIRC3,0.582
POMC,CYP19A1,0.582
VCAM1,MMP2,0.582
PPARA,CAT,0.582
BCL2,PPARG,0.582
CYP7A1,APOB,0.582
TSPO,MMP14,0.582
ME1,HK3,0.582
IL15,IL1B,0.582
TXN,BCL2,0.582
ACHE,SST,0.582
ORMDL3,ORM1,0.582
MTTP,ABCG5,0.582
TSPO,LPL,0.582
TNF,PPARG,0.582
PTGS2,CEBPB,0.582
PRKCD,PPARA,0.582
CDKN2A,MSH2,0.582
TLR4,CD86,0.582
IL17A,CSF2,0.582
CTRC,CPA1,0.582
NOTCH1,FGF7,0.582
IL6,CAT,0.582
ACE,HMGCR,0.582
GPT,GGT1,0.582
ACE,ICAM1,0.582
IL15,TGFB1,0.582
KRT19,ERBB2,0.582
SREBF1,FDFT1,0.582
DDX58,IRF5,0.582
NFE2L2,TXN,0.582
ICAM1,CDH1,0.582
RPS6,PIK3CA,0.582
KCNJ11,BIRC5,0.582
GCG,ADIPOQ,0.582
TP53,GSTT1,0.582
MTTP,SCARB1,0.582
ITGAM,CSF3,0.582
KNG1,SERPIND1,0.582
CHEK2,GADD45A,0.582
BCL2L1,ESR1,0.582
MMP1,ICAM1,0.582
HPGDS,CAT,0.582
RUNX3,SOCS1,0.582
MC1R,KIT,0.582
ITGAM,AKT1,0.582
EDN1,CAT,0.582
RET,TP53,0.582
MMP9,ESR1,0.582
RAC1,INS,0.582
EDN1,IGF1,0.582
ALB,HMGCR,0.582
TUBD1,HDAC7,0.582
MMP9,BIRC5,0.582
IL8,CSF3,0.582
SPP1,MSLN,0.582
FGF3,NOTCH1,0.582
GCG,IRS2,0.582
ICOSLG,ENO3,0.582
IFNA1,IL1A,0.582
CD40,TNFRSF1A,0.582
SOCS3,POMC,0.582
PARP1,TSPO,0.582
HSD17B6,LEP,0.582
MMP9,MET,0.582
DPYD,RRM2,0.582
ERBB4,FOS,0.582
PLG,ATP5B,0.582
CSF2,VCAM1,0.582
LDLR,FASN,0.582
KDR,CDH1,0.582
TNF,TNFRSF14,0.582
E2F1,BIRC3,0.582
CDKN2A,CTNNB1,0.582
ALOX5AP,LTB4R,0.582
CXCL12,CSF2,0.581
ILK,PLEK,0.581
IL1A,IL4,0.581
IRF5,TYK2,0.581
IGF2R,IGF1,0.581
FGF13,ALB,0.581
MYC,IGF1,0.581
BRCA2,PMS2,0.581
AFP,EPCAM,0.581
NOD2,IL1B,0.581
ICAM1,CAT,0.581
BIRC5,TNFRSF10B,0.581
MMP1,NFKB1,0.581
FHIT,HRAS,0.581
IL8,APOE,0.581
PRKCA,NR1H2,0.581
GCG,REN,0.581
SDHC,AKT1,0.581
PPARD,INS,0.581
TGFBR2,GGT1,0.581
BRCA2,MYC,0.581
BRCA1,KIF1B,0.581
REN,APOE,0.581
SOCS3,GAPDH,0.581
CNR1,INS,0.581
FOSL2,PIK3CA,0.581
FASLG,DMD,0.581
HPGDS,NAT2,0.581
F2,GAPDH,0.581
EGFR,EPCAM,0.581
LEP,SULT2A1,0.581
MTHFR,COMT,0.581
IL1B,INS,0.581
CEBPA,WT1,0.581
APOE,HMOX1,0.581
JUN,PTK2,0.581
CUL2,ARID1A,0.581
KRAS,EREG,0.581
SDHC,ESR1,0.581
TSPO,IL1B,0.581
BRCA2,SMAD4,0.581
LEP,NFKB1,0.581
BCL2,CTSD,0.581
TXN,AKT1,0.581
BCL2,IL8,0.581
GSTM1,ALDH2,0.581
PPARA,GCK,0.581
KNG1,ICAM1,0.581
IFNA1,NFKB1,0.581
BRCA1,PMS2,0.581
IL10,VCAM1,0.581
HMGCR,SCARB1,0.581
CD44,ALDH1A1,0.581
GSTP1,CDH1,0.581
PRF1,IFNG,0.581
TP53,TYMP,0.581
WT1,TSPO,0.581
PTEN,FOXA1,0.581
PGD,ACO2,0.581
STAT1,INS,0.581
NFE2L2,MAF,0.581
GCG,HNF4A,0.581
EGFR,SMAD2,0.581
HSPA5,PRDX2,0.581
PTGS2,NFKBIA,0.581
SREBF2,APOE,0.581
FASN,ABCG5,0.581
IL6,TNFRSF1A,0.581
NR1H3,APOE,0.581
AVP,TSPO,0.581
ALB,ACTA2,0.581
JAK2,IGF1,0.581
ANKRD27,SLC22A4,0.581
ACACA,CBR1,0.581
ATP5B,COX17,0.581
CYP1A1,ALB,0.581
ABL1,TSPO,0.581
SST,IGFBP1,0.581
MME,TP53,0.581
GOT1,PKM,0.581
HSDL2,ACACA,0.581
HLA-C,HSPA5,0.581
IGF1,BCL2L1,0.581
SDHC,PPARA,0.581
OPRM1,COMT,0.581
A2M,IL4,0.581
PARP1,HSD11B2,0.581
ERBB2,IL2,0.581
IL10,INS,0.581
ICAM1,KDR,0.581
F2R,ALB,0.581
EDNRB,NOS1,0.581
INS,IL4,0.581
NFE2L2,CAT,0.581
MUC2,MME,0.581
IL28B,IFNA1,0.581
SRC,CDKN1A,0.581
ADIPOQ,APOE,0.581
ITGAM,CD86,0.581
TSPO,ERBB3,0.581
BRCA1,TSPO,0.581
CTNNB1,MLH1,0.581
PTPRC,ERBB2,0.581
CDH13,CDKN2A,0.581
AKT1,TNFSF10,0.581
BRCA2,EGFR,0.581
TSPO,EPCAM,0.581
ITGAM,MME,0.581
IL6,EGR1,0.581
KRAS,MSH6,0.581
CHEK2,TSPO,0.581
EDN1,PTGIR,0.581
AKT1,AREG,0.581
BCL2L11,TNFSF10,0.581
CCL5,IL6,0.581
LEP,SIRT1,0.581
EGFR,PLEK,0.581
NR1H4,FGF19,0.58
ICAM1,VTN,0.58
LDLR,SCD,0.58
XRCC3,TP53,0.58
HFE,CP,0.58
TAC1,ACE,0.58
WWOX,CTNNB1,0.58
CYP7A1,APOE,0.58
SCAP,FDFT1,0.58
TSPO,ABCB1,0.58
PRKAA1,HDAC7,0.58
TNFRSF1B,FAS,0.58
NOTCH4,FGF13,0.58
AREG,KRAS,0.58
HSD17B6,GAPDH,0.58
VEGFA,CSF3,0.58
GDNF,EDN3,0.58
HP,HMOX1,0.58
F5,F2R,0.58
GCG,IL6,0.58
POMC,IL1B,0.58
TSPO,THBS1,0.58
TERT,BIRC5,0.58
MYC,IGF1R,0.58
F2,POMC,0.58
GCG,SREBF1,0.58
CDKN2A,HHEX,0.58
TGFA,TGFB1,0.58
RB1,ESR1,0.58
STAT6,IL2,0.58
PPARG,CCND1,0.58
KRT19,KIT,0.58
LDLR,TSPO,0.58
ANXA5,IFNGR2,0.58
KNG1,CAT,0.58
ALB,CYP2E1,0.58
LDLR,SCAP,0.58
MEN1,HCFC1,0.58
FLT1,NOTCH2,0.58
AVP,SLC9A3,0.58
ALB,CSF3,0.58
AR,SDHC,0.58
TSPO,SLC9A3,0.58
PHB,HSPA9,0.58
NKX2-3,FGF2,0.58
MYO9B,KIAA1109,0.58
SLC2A2,UCP2,0.58
PCK1,GCK,0.58
FN1,TSPO,0.58
SCD,ACOX1,0.58
SMAD3,TSPO,0.58
FASN,APOE,0.58
ABCD3,ACSL4,0.58
HSD3B2,SULT2A1,0.58
MAGI1,CDH1,0.58
CYP2E1,AHR,0.58
MMP14,SERPINE1,0.58
BAX,CAT,0.58
HIC1,MLH1,0.58
CYP19A1,FST,0.58
ADORA2A,NAMPT,0.58
MUC1,EPCAM,0.58
NOTCH1,CDKN1B,0.58
BCL2,TNFRSF1A,0.58
FGF7,INS,0.58
IL10,APOE,0.58
IRS1,TSC1,0.58
HEY1,EFNB2,0.58
MYLK,TSPO,0.58
IGF2,TP53,0.58
MLH3,NTHL1,0.58
AKT1,HBEGF,0.58
IGF2R,INS,0.58
BACH2,KEAP1,0.58
MAFG,HMOX1,0.58
RPS6KA3,NOS3,0.58
JDP2,PIK3CA,0.579
TF,APOE,0.579
HSD17B4,HADHB,0.579
MAPK8,TGFB1,0.579
PPP3CA,SLC9A3,0.579
HRAS,CDKN1B,0.579
RRM2,HMGB2,0.579
PTPRC,IL7R,0.579
PPP3CB,PRKACB,0.579
PTPN2,NOS3,0.579
CEL,CPA1,0.579
NR1H4,CYP3A4,0.579
PDIA3,ENO1,0.579
PEX5,ATM,0.579
MED1,RAF1,0.579
ACACA,PPP5C,0.579
PRKAA1,RAF1,0.579
ENO3,PGD,0.579
MTOR,CDH1,0.579
RASSF1,TNFRSF1A,0.579
CDH1,CDKN1B,0.579
MMP1,ADAM17,0.579
IGBP1,TYMS,0.579
PLAU,TIMP1,0.579
SPATA21,ACTA2,0.578
BCAR1,ERBB3,0.578
COMMD1,SCNN1G,0.578
SRC,HBEGF,0.578
TNF,MTOR,0.578
TGFB1,FGF4,0.578
ETFA,ACOX1,0.578
PRKDC,FASN,0.578
PUSL1,UMPS,0.578
COPS5,F2RL1,0.578
TGM2,EGR1,0.578
PRKCD,TNFRSF1A,0.578
ALDH1L1,DPYD,0.578
HSPA1B,GAPDH,0.578
GHRL,PTGIR,0.578
KRT8,PKP1,0.578
PTMA,ESR1,0.578
PCSK5,MBTPS1,0.578
CPT1B,ACLY,0.578
CYP17A1,HSD11B2,0.578
NOS2,EGR1,0.578
ACTB,SPATA21,0.578
TALDO1,IDH1,0.578
KIT,NT5E,0.578
CXCL2,PLG,0.578
MTOR,PDGFRA,0.578
PPARG,EGR1,0.578
LAMA1,APCS,0.577
PTGS2,CYP19A1,0.577
HP,ATP7B,0.577
CYP26A1,FDFT1,0.577
CHEK2,MLH1,0.577
LAMA1,PLG,0.577
SCAMP3,EGFR,0.577
IKBKG,ANXA1,0.577
MTOR,RET,0.577
STK11,ACLY,0.577
PRKCD,PHB,0.577
ACACA,CYP7A1,0.577
HSD17B4,SNCA,0.577
RPS6,GAPDH,0.577
TNF,CXCL1,0.577
WT1,KRAS,0.576
MUC1,APC,0.576
GNAS,PPP5C,0.576
SCNN1A,STX1A,0.576
COMMD1,SOD1,0.576
NLRC4,IGBP1,0.576
CEBPA,PARP1,0.576
HSPA9,ATP5B,0.576
FOS,PPARA,0.576
COL4A1,APCS,0.576
ADRA1A,CXCR2,0.576
E2F1,RARA,0.576
KRT18,HSPA1A,0.576
PRKCB,TNFRSF1A,0.576
